month,year,zip,flu_total,vacc_total,AsmAtck_total,Asma_total,ILIness_total,pat_vis_total,mem_live_total,flu_rate_visit,flu_rate_live,vacc_rate_visit,vacc_rate_live,AsmAtck_rate_visit,AsmAtck_rate_live,Asma_rate_visit,Asma_rate_live,ILIness_rate_visit,ILIness_rate_live
1,2008,504,23,376,9,94,1330,28732,26854,0.8005011833,0.8564832055,13.086454128,14.00163849,0.3132395935,0.3351456021,3.271613532,3.5004096224,46.289851037,49.527072317
2,2008,504,122,364,16,111,1609,28732,26854,4.2461367117,4.5430848291,12.668801336,13.554777687,0.5568703884,0.5958144038,3.8632883196,4.1334624265,56.000278435,59.916585983
3,2008,504,84,287,12,97,1329,28732,26854,2.9235695392,3.12802562,9.9888625922,10.687420868,0.4176527913,0.4468608029,3.3760267298,3.6121248231,46.255046638,49.489833917
4,2008,504,15,342,14,101,1148,28732,26854,0.5220659891,0.5585760036,11.903104552,12.735532882,0.4872615899,0.5213376033,3.5152443269,3.7610784241,39.955450369,42.749683474
5,2008,504,1,334,9,71,881,28732,26854,0.0348043993,0.0372384002,11.624669358,12.43762568,0.3132395935,0.3351456021,2.4711123486,2.6439264169,30.662675762,32.80703061
6,2008,504,1,480,2,77,480,28732,26854,0.0348043993,0.0372384002,16.706111653,17.874432114,0.0696087986,0.0744768005,2.6799387443,2.8673568184,16.706111653,17.874432114
7,2008,504,0,521,4,90,439,28732,26854,0,0,18.133092023,19.401206524,0.1392175971,0.148953601,3.1323959348,3.3514560214,15.279131282,16.347657705
8,2008,504,0,647,1,91,515,28732,26854,0,0,22.518446332,24.093244954,0.0348043993,0.0372384002,3.1672003341,3.3886944217,17.924265627,19.177776123
9,2008,504,0,334,11,86,835,28732,26854,0,0,11.624669358,12.43762568,0.382848392,0.4096224026,2.9931783377,3.2025024205,29.061673396,31.094064199
10,2008,504,0,1494,10,129,991,28732,26854,0,0,51.997772518,55.634169956,0.3480439928,0.3723840024,4.4897675066,4.8037536307,34.491159683,36.903254636
11,2008,504,2,1173,11,106,983,28732,26854,0.0696087986,0.0744768005,40.825560351,43.68064348,0.382848392,0.4096224026,3.6892663233,3.9472704253,34.212724488,36.605347434
12,2007,505,2,595,45,171,1655,37055,34591,0.0539738227,0.0578185077,16.057212252,17.201006042,1.2144110107,1.3009164233,4.6147618405,4.9434824087,44.663338281,47.844815125
1,2008,505,13,377,49,171,1857,37055,34591,0.3508298475,0.3758203001,10.174065578,10.898788702,1.3223586561,1.4165534388,4.6147618405,4.9434824087,50.114694373,53.684484403
2,2008,505,192,281,27,133,2124,37055,34591,5.1814869788,5.5505767396,7.5833220888,8.1235003325,0.7286466064,0.780549854,3.5892592093,3.8449307623,57.320199703,61.403255182
3,2008,505,156,304,37,143,1836,37055,34591,4.2099581703,4.5098436009,8.2040210498,8.7884131711,0.9985157199,1.0696423925,3.8591283228,4.1340233009,49.547969235,53.077390073
4,2008,505,29,259,40,157,1448,37055,34591,0.7826204291,0.8383683617,6.9896100391,7.4874967477,1.0794764539,1.1563701541,4.2369450816,4.5387528548,39.077047632,41.860599578
5,2008,505,4,332,30,160,1139,37055,34591,0.1079476454,0.1156370154,8.9596545675,9.5978722789,0.8096073404,0.8672776156,4.3179058157,4.6254806163,30.738092025,32.927640138
6,2008,505,0,413,23,126,681,37055,34591,0,0,11.145594387,11.939521841,0.620698961,0.6649128386,3.4003508298,3.6425659854,18.378086628,19.687201873
7,2008,505,0,472,14,108,614,37055,34591,0,0,12.737822156,13.645167818,0.3778167589,0.4047295539,2.9145864256,3.122199416,16.569963568,17.750281865
8,2008,505,3,580,15,123,672,37055,34591,0.080960734,0.0867277616,15.652408582,16.767367234,0.4048036702,0.4336388078,3.3193900958,3.5558382238,18.135204426,19.427018589
9,2008,505,0,356,46,185,1177,37055,34591,0,0,9.6073404399,10.291694371,1.241397922,1.3298256772,4.9925785994,5.3482119626,31.763594657,34.026191784
10,2008,505,3,1693,43,177,1415,37055,34591,0.080960734,0.0867277616,45.688840912,48.943366772,1.160437188,1.2430979156,4.7766833086,5.1169379318,38.186479557,40.906594201
11,2008,505,0,1481,48,181,1433,37055,34591,0,0,39.967615706,42.814604955,1.2953717447,1.3876441849,4.884630954,5.2325749472,38.672243962,41.42696077
12,2007,506,6,651,10,115,1480,42079,44782,0.1425889399,0.1339824036,15.470899974,14.537090795,0.2376482331,0.2233040061,2.7329546805,2.5679960698,35.171938497,33.048992899
1,2008,506,17,419,24,127,1825,42079,44782,0.4040019962,0.3796168103,9.9574609663,9.3564378545,0.5703557594,0.5359296146,3.0181325602,2.8359608771,43.370802538,40.752981108
2,2008,506,181,361,11,103,2095,42079,44782,4.3014330188,4.0418025099,8.5791012144,8.0612746193,0.2614130564,0.2456344067,2.4477768008,2.3000312626,49.787304831,46.782189272
3,2008,506,128,343,19,113,1859,42079,44782,3.0418973835,2.8582912777,8.1513343948,7.6593274083,0.4515316429,0.4242776115,2.6854250339,2.5233352686,44.178806531,41.512214729
4,2008,506,40,369,15,122,1500,42079,44782,0.9505929323,0.8932160243,8.7692198009,8.2399178241,0.3564723496,0.3349560091,2.8993084436,2.7243088741,35.647234963,33.495600911
5,2008,506,1,397,14,98,1131,42079,44782,0.0237648233,0.0223304006,9.4346348535,8.8651690411,0.3327075263,0.3126256085,2.3289526842,2.1883792595,26.878015162,25.255683087
6,2008,506,2,750,5,79,670,42079,44782,0.0475296466,0.0446608012,17.823617481,16.747800456,0.1188241165,0.111652003,1.8774210414,1.764101648,15.922431617,14.961368407
7,2008,506,0,634,7,101,626,42079,44782,0,0,15.066897978,14.157473985,0.1663537632,0.1563128043,2.4002471542,2.2553704613,14.876779391,13.97883078
8,2008,506,2,787,8,94,633,42079,44782,0.0475296466,0.0446608012,18.702915944,17.574025278,0.1901185865,0.1786432049,2.233893391,2.0990576571,15.043133154,14.135143584
9,2008,506,0,411,24,149,1018,42079,44782,0,0,9.7673423798,9.1777946496,0.5703557594,0.5359296146,3.540958673,3.3272296905,24.192590128,22.732347818
10,2008,506,4,1701,26,139,1114,42079,44782,0.0950592932,0.0893216024,40.423964448,37.984011433,0.617885406,0.5805904158,3.3033104399,3.1039256844,26.474013166,24.876066277
11,2008,506,3,1595,24,121,1262,42079,44782,0.0712944699,0.0669912018,37.904893177,35.616988969,0.5703557594,0.5359296146,2.8755436203,2.7019784735,29.991207015,28.180965567
1,2008,507,21,416,17,161,1420,36220,13510,0.5797901712,1.5544041451,11.4853672,30.792005922,0.4693539481,1.2583271651,4.445057979,11.917098446,39.204859194,105.10732791
2,2008,507,130,322,13,123,1545,36220,13510,3.5891772501,9.6225018505,8.890115958,23.834196891,0.358917725,0.962250185,3.3959138597,9.1043671355,42.655991165,114.35973353
3,2008,507,83,342,22,148,1340,36220,13510,2.2915516289,6.1435973353,9.4422970734,25.314581791,0.6073992269,1.6284233901,4.086140254,10.954848261,36.996134732,99.185788305
4,2008,507,46,354,23,186,1210,36220,13510,1.2700165654,3.4048852702,9.7736057427,26.202812731,0.6350082827,1.7024426351,5.1352843733,13.767579571,33.406957482,89.563286454
5,2008,507,11,418,31,191,976,36220,13510,0.3036996135,0.814211695,11.540585312,30.940044412,0.8558807289,2.2945965951,5.2733296521,14.137675796,26.946438432,72.242783124
6,2008,507,0,531,23,131,575,36220,13510,0,0,14.660408614,39.304219097,0.6350082827,1.7024426351,3.6167863059,9.6965210955,15.875207068,42.561065877
7,2008,507,2,459,10,118,506,36220,13510,0.0552181115,0.14803849,12.672556599,33.974833457,0.2760905577,0.74019245,3.2578685809,8.7342709104,13.97018222,37.453737972
8,2008,507,2,567,18,130,624,36220,13510,0.0552181115,0.14803849,15.654334622,41.968911917,0.4969630039,1.3323464101,3.5891772501,9.6225018505,17.228050801,46.188008882
9,2008,507,3,392,19,144,780,36220,13510,0.0828271673,0.222057735,10.822749862,29.015544041,0.5245720596,1.4063656551,3.9757040309,10.658771281,21.535063501,57.735011103
10,2008,507,4,1430,28,173,895,36220,13510,0.1104362231,0.29607698,39.480949752,105.84752036,0.7730535616,2.0725388601,4.7763666483,12.805329386,24.710104914,66.247224278
11,2008,507,2,1261,21,161,1049,36220,13510,0.0552181115,0.14803849,34.815019326,93.33826795,0.5797901712,1.5544041451,4.445057979,11.917098446,28.961899503,77.646188009
12,2008,507,2,562,29,154,1143,36220,13510,0.0552181115,0.14803849,15.516289343,41.598815692,0.8006626173,2.1465581051,4.2517945886,11.398963731,31.557150745,84.603997039
7,2007,508,1,90,5,15,139,7324,8234,0.1365374113,0.1214476561,12.288367013,10.930289045,0.6826870563,0.6072382803,2.0480611688,1.8217148409,18.978700164,16.881224192
1,2008,508,9,72,13,31,435,7324,8234,1.2288367013,1.0930289045,9.83069361,8.7442312363,1.7749863463,1.5788195288,4.2326597488,3.7648773379,59.393773894,52.829730386
2,2008,508,54,63,10,23,628,7324,8234,7.3730202075,6.5581734273,8.6018569088,7.6512023318,1.3653741125,1.2144765606,3.1403604588,2.7932960894,85.745494265,76.269128006
3,2008,508,39,42,7,21,419,7324,8234,5.3249590388,4.7364585863,5.7345712725,5.1008015545,0.9557618788,0.8501335924,2.8672856363,2.5504007773,57.209175314,50.886567889
4,2008,508,1,52,8,22,337,7324,8234,0.1365374113,0.1214476561,7.099945385,6.3152781151,1.09229929,0.9715812485,3.0038230475,2.6718484333,46.013107591,40.927860092
5,2008,508,0,55,9,17,255,7324,8234,0,0,7.5095576188,6.6796210833,1.2288367013,1.0930289045,2.3211359913,2.064610153,34.817039869,30.969152295
6,2008,508,0,80,7,13,163,7324,8234,0,0,10.9229929,9.7158124848,0.9557618788,0.8501335924,1.7749863463,1.5788195288,22.255598034,19.795967938
8,2008,508,0,111,7,14,165,7324,8234,0,0,15.155652649,13.480689823,0.9557618788,0.8501335924,1.9115237575,1.7002671848,22.528672856,20.03886325
9,2008,508,0,46,13,25,258,7324,8234,0,0,6.2807209175,5.5865921788,1.7749863463,1.5788195288,3.4134352813,3.0361914015,35.226652103,31.333495264
10,2008,508,0,224,8,23,268,7324,8234,0,0,30.58438012,27.204274957,1.09229929,0.9715812485,3.1403604588,2.7932960894,36.592026215,32.547971824
11,2008,508,1,170,6,26,332,7324,8234,0.1365374113,0.1214476561,23.211359913,20.64610153,0.8192244675,0.7286859364,3.5499726925,3.1576390576,45.330420535,40.320621812
12,2008,508,1,98,19,32,341,7324,8234,0.1365374113,0.1214476561,13.380666303,11.901870294,2.5942108138,2.3075054651,4.36919716,3.8863249939,46.559257236,41.413650717
12,2008,509,0,1,0,0,0,1,6,0,0,1000,166.66666667,0,0,0,0,0,0
1,2008,510,28,121,0,32,1064,21933,24717,1.2766151461,1.1328235627,5.5168011672,4.8954161104,0,0,1.4589887384,1.2946555003,48.511375553,43.047295384
2,2008,510,290,120,3,56,1539,21933,24717,13.222085442,11.732815471,5.4712077691,4.854958126,0.1367801942,0.1213739531,2.5532302923,2.2656471255,70.168239639,62.264837966
3,2008,510,200,102,5,53,1314,21933,24717,9.1186796152,8.0915968766,4.6505266037,4.1267144071,0.2279669904,0.2022899219,2.416450098,2.1442731723,59.909725072,53.16179148
4,2008,510,22,96,8,69,940,21933,24717,1.0030547577,0.8900756564,4.3769662153,3.8839665008,0.3647471846,0.3236638751,3.1459444672,2.7916009224,42.857794191,38.03050532
5,2008,510,0,110,17,80,753,21933,24717,0,0,5.0152737884,4.4503782822,0.7750877673,0.6877857345,3.6474718461,3.2366387507,34.331828751,30.464862241
6,2008,510,0,119,3,39,475,21933,24717,0,0,5.425614371,4.8145001416,0.1367801942,0.1213739531,1.778142525,1.5778613909,21.656864086,19.217542582
7,2008,510,2,186,1,28,398,21933,24717,0.0911867962,0.0809159688,8.4803720421,7.5251850953,0.0455933981,0.0404579844,1.2766151461,1.1328235627,18.146172434,16.102277785
8,2008,510,1,242,8,63,448,21933,24717,0.0455933981,0.0404579844,11.033602334,9.7908322207,0.3647471846,0.3236638751,2.8723840788,2.5488530161,20.425842338,18.125177004
9,2008,510,0,133,4,51,635,21933,24717,0,0,6.0639219441,5.380911923,0.1823735923,0.1618319375,2.3252633019,2.0633572035,28.951807778,25.690820083
10,2008,510,0,619,6,63,739,21933,24717,0,0,28.222313409,25.043492333,0.2735603885,0.2427479063,2.8723840788,2.5488530161,33.693521178,29.898450459
11,2008,510,3,1069,5,55,719,21933,24717,0.1367801942,0.1213739531,48.739342543,43.249585306,0.2279669904,0.2022899219,2.5076368942,2.2251891411,32.781653217,29.089290772
12,2008,510,4,334,3,42,889,21933,24717,0.1823735923,0.1618319375,15.228194957,13.512966784,0.1367801942,0.1213739531,1.9149227192,1.6992353441,40.53253089,35.967148117
10,2007,511,0,652,21,104,405,20970,10327,0,0,31.092036242,63.135470127,1.0014306152,2.0335044059,4.9594659037,10.070688486,19.313304721,39.217584971
12,2007,511,3,261,21,92,608,20970,10327,0.1430615165,0.2905006294,12.446351931,25.273554759,1.0014306152,2.0335044059,4.3872198379,8.9086859688,28.993800668,58.874794229
1,2008,511,12,236,21,96,692,20970,10327,0.5722460658,1.1620025177,11.254172628,22.852716181,1.0014306152,2.0335044059,4.5779685265,9.2960201414,32.999523128,67.008811852
2,2008,511,168,148,22,102,1022,20970,10327,8.0114449213,16.268035247,7.0577014783,14.331364385,1.0491177873,2.1303379491,4.8640915594,9.8770214002,48.736289938,98.963881088
3,2008,511,104,157,15,75,783,20970,10327,4.9594659037,10.070688486,7.4868860277,15.202866273,0.7153075823,1.4525031471,3.5765379113,7.2625157355,37.339055794,75.820664278
4,2008,511,10,139,12,77,496,20970,10327,0.4768717215,0.9683354314,6.6285169289,13.459862496,0.5722460658,1.1620025177,3.6719122556,7.4561828217,23.652837387,48.029437397
5,2008,511,0,172,19,82,397,20970,10327,0,0,8.2021936099,16.65536942,0.9060562709,1.8398373196,3.9103481164,7.9403505374,18.931807344,38.442916626
6,2008,511,0,208,6,73,257,20970,10327,0,0,9.9189318073,20.141376973,0.2861230329,0.5810012588,3.481163567,7.0688486492,12.255603243,24.886220587
7,2008,511,0,173,13,79,245,20970,10327,0,0,8.2498807821,16.752202963,0.619933238,1.2588360608,3.7672865999,7.649849908,11.683357177,23.724218069
8,2008,511,2,237,16,94,312,20970,10327,0.0953743443,0.1936670863,11.3018598,22.949549724,0.7629947544,1.5493366902,4.4825941822,9.1023530551,14.878397711,30.212065459
9,2008,511,0,204,23,95,382,20970,10327,0,0,9.7281831187,19.7540428,1.0968049595,2.2271714922,4.5302813543,9.1991865982,18.216499762,36.990413479
11,2008,511,0,712,13,89,502,20970,10327,0,0,33.953266571,68.945482715,0.619933238,1.2588360608,4.2441583214,8.6181853394,23.93896042,48.610438656
12,2007,512,3,363,4,28,897,15320,16288,0.1958224543,0.1841846758,23.694516971,22.286345776,0.2610966057,0.2455795678,1.8276762402,1.7190569745,58.550913838,55.071218075
1,2008,512,11,154,12,27,931,15320,16288,0.7180156658,0.6753438114,10.052219321,9.4548133595,0.7832898172,0.7367387033,1.7624020888,1.6576620825,60.770234987,57.158644401
2,2008,512,201,95,6,24,1357,15320,16288,13.120104439,12.340373281,6.2010443864,5.8325147348,0.3916449086,0.3683693517,1.5665796345,1.4734774067,88.577023499,83.312868369
3,2008,512,110,93,3,21,1037,15320,16288,7.180156658,6.7534381139,6.0704960836,5.7097249509,0.1958224543,0.1841846758,1.3707571802,1.2892927308,67.689295039,63.666502947
4,2008,512,14,140,4,27,674,15320,16288,0.9138381201,0.8595284872,9.138381201,8.5952848723,0.2610966057,0.2455795678,1.7624020888,1.6576620825,43.994778068,41.380157171
5,2008,512,0,110,13,32,530,15320,16288,0,0,7.180156658,6.7534381139,0.8485639687,0.7981335953,2.088772846,1.9646365422,34.595300261,32.539292731
6,2008,512,0,154,7,23,371,15320,16288,0,0,10.052219321,9.4548133595,0.4569190601,0.4297642436,1.501305483,1.4120825147,24.216710183,22.777504912
7,2008,512,0,138,2,25,355,15320,16288,0,0,9.0078328982,8.4724950884,0.1305483029,0.1227897839,1.6318537859,1.5348722986,23.17232376,21.79518664
8,2008,512,1,153,8,31,435,15320,16288,0.0652741514,0.0613948919,9.9869451697,9.3934184676,0.5221932115,0.4911591356,2.0234986945,1.9032416503,28.394255875,26.706777996
9,2008,512,0,116,6,22,586,15320,16288,0,0,7.5718015666,7.1218074656,0.3916449086,0.3683693517,1.4360313316,1.3506876228,38.250652742,35.97740668
10,2008,512,0,331,4,22,647,15320,16288,0,0,21.605744125,20.321709234,0.2610966057,0.2455795678,1.4360313316,1.3506876228,42.232375979,39.722495088
11,2008,512,0,996,3,22,801,15320,16288,0,0,65.01305483,61.149312377,0.1958224543,0.1841846758,1.4360313316,1.3506876228,52.2845953,49.177308448
1,2008,513,20,138,4,30,727,17974,14470,1.112718371,1.3821700069,7.6777567598,9.5369730477,0.2225436742,0.2764340014,1.6690775565,2.0732550104,40.447312785,50.241879751
2,2008,513,124,118,9,47,988,17974,14470,6.8988539001,8.5694540428,6.5650383888,8.1548030408,0.5007232669,0.6219765031,2.6148881718,3.2480995162,54.968287526,68.279198341
3,2008,513,88,78,4,50,871,17974,14470,4.8959608323,6.0815480304,4.3396016468,5.390463027,0.2225436742,0.2764340014,2.7817959275,3.4554250173,48.458885056,60.193503801
4,2008,513,6,106,7,36,568,17974,14470,0.3338155113,0.4146510021,5.8974073662,7.3255010366,0.3894514298,0.4837595024,2.0028930678,2.4879060124,31.601201736,39.253628196
5,2008,513,1,87,5,25,431,17974,14470,0.0556359185,0.0691085003,4.8403249138,6.0124395301,0.2781795927,0.3455425017,1.3908979637,1.7277125086,23.979080895,29.785763649
6,2008,513,0,113,7,33,319,17974,14470,0,0,6.286858796,7.809260539,0.3894514298,0.4837595024,1.8359853121,2.2805805114,17.747858017,22.04561161
7,2008,513,0,118,5,36,237,17974,14470,0,0,6.5650383888,8.1548030408,0.2781795927,0.3455425017,2.0028930678,2.4879060124,13.185712696,16.378714582
8,2008,513,0,165,4,34,333,17974,14470,0,0,9.1799265606,11.402902557,0.2225436742,0.2764340014,1.8916212307,2.3496890117,18.526760877,23.013130615
9,2008,513,2,84,6,41,482,17974,14470,0.1112718371,0.1382170007,4.6734171581,5.805114029,0.3338155113,0.4146510021,2.2810726605,2.8334485142,26.816512741,33.310297167
10,2008,513,0,463,12,57,528,17974,14470,0,0,25.759430288,31.99723566,0.6676310226,0.8293020041,3.1712473573,3.9391845197,29.375764994,36.489288182
11,2008,513,2,476,6,40,566,17974,14470,0.1112718371,0.1382170007,26.482697229,32.895646164,0.3338155113,0.4146510021,2.225436742,2.7643400138,31.489929899,39.115411196
12,2008,513,4,204,4,49,594,17974,14470,0.2225436742,0.2764340014,11.349727384,14.09813407,0.2225436742,0.2764340014,2.7261600089,3.3863165169,33.047735618,41.050449205
1,2008,514,10,162,16,48,893,15853,13379,0.630795433,0.7474400179,10.218886015,12.108528291,1.0092726929,1.1959040287,3.0278180786,3.5877120861,56.330032171,66.746393602
2,2008,514,158,149,7,38,1094,15853,13379,9.966567842,11.809552283,9.3988519523,11.136856267,0.4415568031,0.5232080126,2.3970226456,2.8402720682,69.009020375,81.769937962
3,2008,514,166,146,10,31,948,15853,13379,10.471204188,12.407504298,9.2096133224,10.912624262,0.630795433,0.7474400179,1.9554658424,2.3170640556,59.799407052,70.857313701
4,2008,514,25,125,6,45,700,15853,13379,1.5769885826,1.8686000448,7.884942913,9.3430002242,0.3784772598,0.4484640108,2.8385794487,3.3634800807,44.155680313,52.320801256
5,2008,514,7,125,9,39,592,15853,13379,0.4415568031,0.5232080126,7.884942913,9.3430002242,0.5677158897,0.6726960161,2.4601021889,2.91501607,37.343089636,44.248449062
6,2008,514,0,210,1,33,333,15853,13379,0,0,13.246704094,15.696240377,0.0630795433,0.0747440018,2.081624929,2.4665520592,21.00548792,24.889752597
7,2008,514,0,212,4,37,318,15853,13379,0,0,13.37286318,15.84572838,0.2523181732,0.2989760072,2.3339431023,2.7655280664,20.059294771,23.76859257
8,2008,514,1,302,4,30,309,15853,13379,0.0630795433,0.0747440018,19.050022078,22.572688542,0.2523181732,0.2989760072,1.8923862991,2.2423200538,19.491578881,23.095896554
9,2008,514,2,159,13,36,465,15853,13379,0.1261590866,0.1494880036,10.029647385,11.884296285,0.820034063,0.9716720233,2.2708635589,2.6907840646,29.331987636,34.755960834
10,2008,514,0,865,5,44,587,15853,13379,0,0,54.563804958,64.653561552,0.3153977165,0.373720009,2.7754999054,3.2887360789,37.02769192,43.874729053
11,2008,514,1,611,2,27,594,15853,13379,0.0630795433,0.0747440018,38.541600959,45.668585096,0.1261590866,0.1494880036,1.7031476692,2.0180880484,37.469248723,44.397937066
12,2008,514,10,283,4,39,821,15853,13379,0.630795433,0.7474400179,17.851510755,21.152552508,0.2523181732,0.2989760072,2.4601021889,2.91501607,51.788305053,61.364825473
1,2008,515,25,234,9,82,1070,23871,22385,1.047295882,1.1168192986,9.8026894558,10.453428635,0.3770265175,0.4020549475,3.4351304931,3.6631672995,44.824263751,47.799865982
2,2008,515,198,206,16,91,1448,23871,22385,8.2945833857,8.8452088452,8.6297180679,9.2025910208,0.6702693645,0.7147643511,3.8121570106,4.065222247,60.659377487,64.686173777
3,2008,515,127,172,8,73,1158,23871,22385,5.3202630807,5.6734420371,7.2053956684,7.6837167746,0.3351346823,0.3573821756,3.0581039755,3.261112352,48.510745256,51.731069913
4,2008,515,7,182,6,85,845,23871,22385,0.293242847,0.3127094036,7.6243140212,8.1304444941,0.2513510117,0.2680366317,3.5608059989,3.7971856154,35.398600813,37.748492294
5,2008,515,3,181,4,57,656,23871,22385,0.1256755058,0.1340183158,7.5824221859,8.0857717221,0.1675673411,0.1786910878,2.387834611,2.5463480009,27.481043945,29.305338396
6,2008,515,1,207,2,48,400,23871,22385,0.0418918353,0.0446727719,8.6716099032,9.2472637927,0.0837836706,0.0893455439,2.0108080935,2.1442930534,16.756734113,17.869108778
7,2008,515,0,347,4,60,392,23871,22385,0,0,14.536466843,15.501451865,0.1675673411,0.1786910878,2.5135101169,2.6803663167,16.42159943,17.511726603
8,2008,515,1,468,7,66,529,23871,22385,0.0418918353,0.0446727719,19.605378912,20.90685727,0.293242847,0.3127094036,2.7648611286,2.9484029484,22.160780864,23.631896359
9,2008,515,2,254,11,85,753,23871,22385,0.0837836706,0.0893455439,10.640526161,11.346884074,0.4608101881,0.4914004914,3.5608059989,3.7971856154,31.544551967,33.638597275
10,2008,515,1,902,7,96,800,23871,22385,0.0418918353,0.0446727719,37.786435424,40.294840295,0.293242847,0.3127094036,4.021616187,4.2885861068,33.513468225,35.738217556
11,2008,515,5,1001,7,90,982,23871,22385,0.2094591764,0.2233638597,41.933727117,44.717444717,0.293242847,0.3127094036,3.7702651753,4.0205494751,41.137782246,43.86866205
12,2008,515,6,391,16,90,1032,23871,22385,0.2513510117,0.2680366317,16.379707595,17.467053831,0.6702693645,0.7147643511,3.7702651753,4.0205494751,43.23237401,46.102300648
1,2008,516,15,28,11,20,356,6265,5191,2.3942537909,2.8896166442,4.469273743,5.3939510692,1.7557861133,2.1190522057,3.1923383879,3.8528221923,56.823623304,68.580235022
2,2008,516,47,36,3,18,378,6265,5191,7.5019952115,9.0541321518,5.7462090982,6.9350799461,0.4788507582,0.5779233288,2.8731045491,3.467539973,60.335195531,72.818339434
3,2008,516,31,25,7,14,358,6265,5191,4.9481245012,5.971874398,3.9904229848,4.8160277403,1.1173184358,1.3484877673,2.2346368715,2.6969755346,57.142857143,68.965517241
4,2008,516,1,23,4,30,222,6265,5191,0.1596169194,0.1926411096,3.671189146,4.4307455211,0.6384676776,0.7705644385,4.7885075818,5.7792332884,35.434956105,42.766326334
5,2008,516,0,35,0,7,202,6265,5191,0,0,5.5865921788,6.7424388364,0,0,1.1173184358,1.3484877673,32.242617717,38.913504142
6,2008,516,0,47,5,15,138,6265,5191,0,0,7.5019952115,9.0541321518,0.798084597,0.9632055481,2.3942537909,2.8896166442,22.027134876,26.584473127
7,2008,516,0,54,4,15,106,6265,5191,0,0,8.6193136472,10.402619919,0.6384676776,0.7705644385,2.3942537909,2.8896166442,16.919393456,20.419957619
8,2008,516,0,83,4,19,124,6265,5191,0,0,13.24820431,15.989212098,0.6384676776,0.7705644385,3.0327214685,3.6601810826,19.792498005,23.887497592
9,2008,516,0,25,4,22,190,6265,5191,0,0,3.9904229848,4.8160277403,0.6384676776,0.7705644385,3.5115722267,4.2381044115,30.327214685,36.601810826
10,2008,516,0,169,4,23,175,6265,5191,0,0,26.975259377,32.556347525,0.6384676776,0.7705644385,3.671189146,4.4307455211,27.932960894,33.712194182
11,2008,516,0,119,14,27,197,6265,5191,0,0,18.994413408,22.924292044,2.2346368715,2.6969755346,4.3096568236,5.2013099595,31.444533121,37.950298594
12,2008,516,0,55,6,15,212,6265,5191,0,0,8.7789305666,10.595261029,0.9577015164,1.1558466577,2.3942537909,2.8896166442,33.838786911,40.839915238
,2008,517,,,,,,,8,,,,,,,,,,
,2008,519,,,,,,,1,,,,,,,,,,
1,2008,520,37,392,7,109,1201,28053,28087,1.3189320215,1.3173354221,13.973550066,13.956634742,0.2495276797,0.2492256204,3.8855024418,3.8807989461,42.811820483,42.759995728
2,2008,520,232,264,13,98,1633,28053,28087,8.2700602431,8.2600491331,9.4107582077,9.3993662549,0.4634085481,0.4628475807,3.4933875165,3.4891586855,58.211243004,58.140776872
3,2008,520,281,268,17,123,1754,28053,28087,10.016754001,10.004628476,9.5533454532,9.5417808951,0.6059957937,0.605262221,4.3845578013,4.3792501869,62.524507183,62.448819739
4,2008,520,57,270,12,115,1278,28053,28087,2.0318682494,2.0294086232,9.624639076,9.6129882152,0.4277617367,0.4272439207,4.0993833102,4.0944209065,45.55662496,45.501477552
5,2008,520,6,302,12,112,835,28053,28087,0.2138808684,0.2136219603,10.765337041,10.752305337,0.4277617367,0.4272439207,3.992442876,3.9876099263,29.765087513,29.729056147
6,2008,520,2,402,13,103,528,28053,28087,0.0712936228,0.0712073201,14.33001818,14.312671343,0.4634085481,0.4628475807,3.6716215735,3.6671769858,18.821516415,18.79873251
7,2008,520,3,419,9,78,429,28053,28087,0.1069404342,0.1068109802,14.936013974,14.917933564,0.3208213025,0.3204329405,2.7804512886,2.7770854844,15.292482087,15.273970164
8,2008,520,1,472,13,94,466,28053,28087,0.0356468114,0.0356036601,16.825294977,16.804927547,0.4634085481,0.4628475807,3.3508002709,3.3467440453,16.611414109,16.591305586
9,2008,520,4,312,20,88,747,28053,28087,0.1425872456,0.1424146402,11.121805155,11.108341938,0.7129362279,0.7120732011,3.1369194026,3.133122085,26.62816811,26.595934062
10,2008,520,6,1464,18,122,898,28053,28087,0.2138808684,0.2136219603,52.186931879,52.123758322,0.6416426051,0.640865881,4.3489109899,4.3436465269,32.010836631,31.972086731
11,2008,520,5,1435,20,118,1026,28053,28087,0.178234057,0.1780183003,51.153174349,51.091252181,0.7129362279,0.7120732011,4.2063237443,4.2012318866,36.573628489,36.529355218
12,2008,520,11,577,12,88,1022,28053,28087,0.3921149253,0.3916402606,20.568210174,20.543311852,0.4277617367,0.4272439207,3.1369194026,3.133122085,36.431041243,36.386940577
5,2007,521,0,126,2,35,379,14881,15645,0,0,8.467172905,8.0536912752,0.1343995699,0.1278363694,2.3519924736,2.2371364653,25.4687185,24.22499201
10,2007,521,1,628,11,37,457,14881,15645,0.067199785,0.0639181847,42.201464955,40.140620006,0.7391976346,0.703100032,2.4863920435,2.3649728348,30.710301727,29.210610419
1,2008,521,1,194,3,34,572,14881,15645,0.067199785,0.0639181847,13.036758282,12.400127836,0.2015993549,0.1917545542,2.2847926887,2.1732182806,38.438276998,36.561201662
2,2008,521,48,154,4,36,813,14881,15645,3.2255896781,3.0680728667,10.348766884,9.8434004474,0.2687991398,0.2556727389,2.4191922586,2.30105465,54.633425173,51.96548418
